text_full,labels
В случае получения транспортного средства многодетной семьей необходимо ли повторно подавать заявление на постановку на учет?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Кто имеет право на внеочередное получение земельного участка?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Какие документы удостоверяют личность?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Какие документы предоставить при обращении представителя?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Какие дополнительно документы должен предоставить заявитель?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Какие основания для отказа в приеме документов?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Какие основания для отказа в предоставлении услуги?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Что является результатом предоставления услуги?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Срок предоставления услуги?  Ведение учета граждан в качестве нуждающихся в земельных участках для дачного строительства,земельный участок
Кто является заявителем для получения услуги? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Кому предоставляется государственная услуга? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Кому не предоставляется услуга? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Учитываются ли при назначении пасынки и падчерицы? Предоставление многодетным семьям транспортного средства ,Микроавтобус
В случае получения транспортного средства многодетной семьей необходимо ли повторно подавать заявление на постановку на учет? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Какие документы удостоверяют личность? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Какие документы предоставить при обращении представителя? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Какие дополнительно документы должен предоставить заявитель? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Какие основания для отказа в приеме документов? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Какие основания для отказа в предоставлении услуги? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Что является результатом предоставления услуги? Предоставление многодетным семьям транспортного средства ,Микроавтобус
Срок предоставления услуги? Предоставление многодетным семьям транспортного средства ,Микроавтобус
"Нужно ли запрашивать справку из другого субъекта Российской Федерации 
о неполучении аналогичных выплат? Предоставление многодетным семьям транспортного средства ",Микроавтобус
"Кто является заявителем для получения услуги? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Кому не назначается выплата? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Выплата назначется на одного ребенка? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какую сумму выплачивают? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Когда назначается выплата? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Основания для прекращения предоставления государственной услуги? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какие документы удостоверяют личность? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какие документы предоставить при обращении представителя? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какие дополнительно документы должен предоставить заявитель? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какие основания для отказа в приеме документов? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Какие основания для отказа в предоставлении услуги? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Срок предоставления услуги? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
"Нужно ли запрашивать справку из другого субъекта Российской Федерации 
о неполучении аналогичных выплат? Ежемесячная компенсационная выплата детям из многодетных семей, получающим пенсию по потере кормильца",Выплата по потере кормильца
Когда возникает право на получение услуги? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Кому предоставляется выплата? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие условия являются обязательными для получения? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Как оформлять услугу при рождении (усыновлении) нескольких детей? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какая сумма выплат? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
В каком случае выплата не назначается? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие документы удостоверяют личность? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие документы предоставить при обращении представителя? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие дополнительно документы должен предоставить заявитель? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие основания для отказа в приеме документов? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Какие основания для отказа в предоставлении услуги? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
Срок предоставления услуги? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
При определении права учитываются в составе семьи пасынки и падчерицы? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет,Выплата в повышенном размере на третьего ребенка
"Необходимо ли легализовывать документы, выданные на территории иностранного государства (проставлять «апостиль»)? Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет",Выплата в повышенном размере на третьего ребенка
"Реквизиты какой карты должен предоставить заявитель?
 Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет",Выплата в повышенном размере на третьего ребенка
"Нужно ли запрашивать справку из другого субъекта Российской Федерации 
о неполучении аналогичных выплат 
в случае переезда семьи в Санкт-Петербург, ранее аналогичную выплату получили 
по месту жительства.
 Ежемесячная денежная выплата семьям при рождении третьего или последующих детей в период с 1 января 2013 года до достижения ребенком 3 лет",Выплата в повышенном размере на третьего ребенка
Кто является заявителем для получения услуги? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Кому не назначается выплата? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
"Если многодетная семья имеет несколько оснований для получения компенсации за школьную форму, сколько раз в год имеют право подавать заявление? Ежегодная компенсационная выплата на детей из многодетных семей",Школьная форма
Какую сумму выплачивают? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Какие документы удостоверяют личность? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Какие документы предоставить при обращении представителя? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Какие дополнительно документы должен предоставить заявитель? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Какие основания для отказа в приеме документов? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Какие основания для отказа в предоставлении услуги? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
Срок предоставления услуги? Ежегодная компенсационная выплата на детей из многодетных семей,Школьная форма
"Необходимо ли легализовывать документы, выданные на территории иностранного государства (проставлять «апостиль»)? Ежегодная компенсационная выплата на детей из многодетных семей",Школьная форма
"Нужно ли запрашивать справку из другого субъекта Российской Федерации 
о неполучении аналогичных выплат? Ежегодная компенсационная выплата на детей из многодетных семей",Школьная форма
Кто является заявителем для получения услуги? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
На каких членов семьи выдается свидетельство о многодетности? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
На что дает право свидетельство многодетности его владельцу? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
"Какая регистрация должна быть у членов многодетной семьи, чтобы получить свидетельство? Выдача свидетельства многодетной семьи",1. Свидетельство 2. Многодетность
Какие документы удостоверяют личность? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
Какие документы предоставить при обращении представителя? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
Какие дополнительно документы должен предоставить заявитель? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
Какие основания для отказа в приеме документов? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
Какие основания для отказа в предоставлении услуги? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
Срок предоставления услуги? Выдача свидетельства многодетной семьи,1. Свидетельство 2. Многодетность
"Необходимо ли легализовывать документы, выданные на территории иностранного государства (проставлять «апостиль»)? Выдача свидетельства многодетной семьи",1. Свидетельство 2. Многодетность
"Какие основания для получения?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие условия являются обязательными для получения?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какая сумма выплат?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Кого включают в состав семьи, при расчете среднедушевого дохода семьи?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Кого не включают в состав семьи, при расчете среднедушевого дохода семьи?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие документы удостоверяют личность?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие документы предоставить при обращении представителя?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"В адрес какой Клиентской службы Отделения СФР оформляется электронное обращение  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие дополнительно документы должен предоставить заявитель?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие дополнительно документы должен предоставить заявитель?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие основания для отказа в приеме документов?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Какие основания для отказа в предоставлении услуги?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Срок предоставления услуги?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Необходимо ли легализовывать документы, выданные на территории иностранного государства (проставлять «апостиль»)?  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"В какие даты выплачивается выплата?
  Ежемесячная выплата в связи с рождением (усыновлением) первого ребенка
",путинская выплата
"Сумма выплат Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Кто является заявителем? Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Кому предоставляется  мера социальной поддержки? Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Какие документы удостоверяют личность? Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Какие документы предоставить при обращении представителя? Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Какие дополнительно документы должен предоставить заявитель? Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Основания для отказа в приеме документов Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Основание для отказа в предоставлении государственной услуги Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Основание для приостановления перечисления ЕДВ Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Основание для возобновления перечисления ЕДВ Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Перечисление ЕДВ прекращается по следующим основаниям Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Результат предоставления государственной услуги Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
"Срок предоставления государственной услуги Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня",Мать-героиня
Сумма выплат Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Кто является заявителем? Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Дополнительная ежемесячная денежная выплата предоставляется независимо от Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Какие документы удостоверяют личность? Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Какие документы предоставить при обращении представителя? Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Какие дополнительно документы должен предоставить заявитель? Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Основания для отказа в приеме документов Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Основание для отказа в предоставлении государственной услуги: Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Перечисление ЕДВ прекращается в случаях: Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Результат предоставления государственной услуги: Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
Срок предоставления государственной услуги: Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда,"Герои труда, каваер ордена"
"Сумма выплат Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Кто является заявителем? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Насколько назначается выплата? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Сколько ЕДВ может быть у гражданина? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Когда приостанавливается выплата? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Когда возобнавлятся выплата? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Какие документы удостоверяют личность? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Какие документы предоставить при обращении представителя? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Какие дополнительно документы должен предоставить заявитель? Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Основания для отказа в приеме документов, необходимых для предоставления государственной услуги:  Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Основания для отказа в предоставлении государственной услуги:  Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Результат предоставления государственной услуги: Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Срок предоставления государственной услуги: Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады","блокада, ЕДВ, Ленинграде"
"Кто является заявителем? Государственная социальная помощь малоимущим гражданам Назначение гос. социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам
","социальная помощь, гсп"
"На какой период оказыввается помощь? Государственная социальная помощь малоимущим гражданам Назначение гос. социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам
","социальная помощь, гсп"
"Кто является малоимущей семьй? Государственная социальная помощь малоимущим гражданам Назначение гос. социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам
","социальная помощь, гсп"
